vehicle_type,manufacturer,year,model,battery_code,replacement_type,technology,description,image_link
Passenger & SUV,Alfa Romeo,2011,Romeo 159 3.2 V6,652-AGM,Primary,AGM,Cover: CV | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: - | DIN CCA Amps: 760 | SAE CCA Amps: 760 | IEC CCA Amps: - | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2011,Romeo Giulietta 1.4 tb,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2001,146,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2011,Romeo Giulietta 1.8 tbi quadrifogilo verde,652-AGM,Primary,AGM,Cover: CV | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: - | DIN CCA Amps: 760 | SAE CCA Amps: 760 | IEC CCA Amps: - | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2001,147-1.6,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2011,Spider,668,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: 135 | SANS CCA Amps: 430 | EN CCA Amps: 370 | DIN CCA Amps: 560.5 | SAE CCA Amps: 590 | IEC CCA Amps: 610 | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/668.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2001,155,651/647,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 91 | SANS CCA Amps: 325 | EN CCA Amps: 280 | DIN CCA Amps: 437 | SAE CCA Amps: 460 | IEC CCA Amps: 460 | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2011,Sport 155,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2001,155 V6,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2011,Sportwagen,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2001,156-2.0,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2001,164 Quad,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2012,146,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2001,164TS Super,651/647,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 91 | SANS CCA Amps: 325 | EN CCA Amps: 280 | DIN CCA Amps: 437 | SAE CCA Amps: 460 | IEC CCA Amps: 460 | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2012,147,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2001,166 V6 3.0 Sportronic GTV,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2012,147-1.6,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2001,2.0 Selespeed,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2012,155,651/647,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 91 | SANS CCA Amps: 325 | EN CCA Amps: 280 | DIN CCA Amps: 437 | SAE CCA Amps: 460 | IEC CCA Amps: 460 | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2001,2.5 V6,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2012,155 V6,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2001,3 OL V6,651/647,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 91 | SANS CCA Amps: 325 | EN CCA Amps: 280 | DIN CCA Amps: 437 | SAE CCA Amps: 460 | IEC CCA Amps: 460 | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2012,156-2.0,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2001,33,651/647,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 91 | SANS CCA Amps: 325 | EN CCA Amps: 280 | DIN CCA Amps: 437 | SAE CCA Amps: 460 | IEC CCA Amps: 460 | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2012,159,668,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: 135 | SANS CCA Amps: 430 | EN CCA Amps: 370 | DIN CCA Amps: 560.5 | SAE CCA Amps: 590 | IEC CCA Amps: 610 | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/668.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2001,Fort,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2012,164 Quad,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2001,GTV,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2012,164TS Super,651/647,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 91 | SANS CCA Amps: 325 | EN CCA Amps: 280 | DIN CCA Amps: 437 | SAE CCA Amps: 460 | IEC CCA Amps: 460 | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2001,Quad 145. 2.0 Twin,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2012,166 V6 3.0 Sportronic GTV,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2001,Spider,652,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: 110 | SANS CCA Amps: 400 | EN CCA Amps: 305 | DIN CCA Amps: 560.5 | SAE CCA Amps: 590 | IEC CCA Amps: 500 | Max length mm: 279 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/652.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2012,2.0 Selespeed,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2001,Sport 155,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2012,2.5 V6,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2001,Sportwagen,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2012,3 OL V6,651/647,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 91 | SANS CCA Amps: 325 | EN CCA Amps: 280 | DIN CCA Amps: 437 | SAE CCA Amps: 460 | IEC CCA Amps: 460 | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2012,33,651/647,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 91 | SANS CCA Amps: 325 | EN CCA Amps: 280 | DIN CCA Amps: 437 | SAE CCA Amps: 460 | IEC CCA Amps: 460 | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2002,146,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2012,Brera,668,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: 135 | SANS CCA Amps: 430 | EN CCA Amps: 370 | DIN CCA Amps: 560.5 | SAE CCA Amps: 590 | IEC CCA Amps: 610 | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/668.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2002,147-1.6,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2002,155,651/647,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 91 | SANS CCA Amps: 325 | EN CCA Amps: 280 | DIN CCA Amps: 437 | SAE CCA Amps: 460 | IEC CCA Amps: 460 | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2012,Fort,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2002,155 V6,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2012,GT,668,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: 135 | SANS CCA Amps: 430 | EN CCA Amps: 370 | DIN CCA Amps: 560.5 | SAE CCA Amps: 590 | IEC CCA Amps: 610 | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/668.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2002,156-2.0,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2012,GTV,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2002,164 Quad,628/9,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 50 | Reserve Capacity Minutes: 62 | SANS CCA Amps: 250 | EN CCA Amps: 205 | DIN CCA Amps: 371 | SAE CCA Amps: 390 | IEC CCA Amps: 335 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 175,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/628-9.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Alfa Romeo,2012,Guiletta,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
